trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.8390008205886457}",25,0,-99.07872693334366,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
551,False,"{'a': 0.5, 'e': 0.8384301115540888}",25,0,-118.08696680833289,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
552,False,"{'a': 0.5, 'e': 0.8378584816684709}",30,0,-56.30576705889582,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
553,False,"{'a': 0.5, 'e': 0.8372859315596154}",20,0,-99.09007924070083,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
554,False,"{'a': 0.5, 'e': 0.8367124618563562}",25,0,-37.324971515863595,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.8361380731885375}",30,0,-152.153498051045,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
556,False,"{'a': 0.5, 'e': 0.8355627661870125}",25,0,7.376747843219248,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.8349865414836432}",20,0,-39.55101224139881,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
558,False,"{'a': 0.5, 'e': 0.8344093997112992}",20,2,-84.85042032209269,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.833831341503858}",25,3,-60.09902087040819,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.8332523674962027}",20,0,-51.86100155078053,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
561,False,"{'a': 0.5, 'e': 0.832672478324223}",30,5,-115.96934939564517,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",1
562,False,"{'a': 0.5, 'e': 0.8320916746248134}",20,0,-23.83130823196833,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
563,False,"{'a': 0.5, 'e': 0.8315099570358728}",35,0,-69.53689197980837,"{0: 25, 1: 3, 2: 5, 3: 2, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.8309273261963039}",20,0,-162.85648154470883,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
565,False,"{'a': 0.5, 'e': 0.8303437827460125}",20,10,-51.07947364203183,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
566,False,"{'a': 0.5, 'e': 0.8297593273259066}",25,0,-87.07095340999527,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
567,False,"{'a': 0.5, 'e': 0.8291739605778959}",25,9,-32.72631944406998,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
568,False,"{'a': 0.5, 'e': 0.828587683144891}",20,4,-40.898018956004144,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.8280004956708025}",20,0,-145.2658232331865,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
570,False,"{'a': 0.5, 'e': 0.8274123988005408}",20,0,-46.50070784384329,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
571,False,"{'a': 0.5, 'e': 0.8268233931800152}",20,0,-73.17853579182992,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
572,False,"{'a': 0.5, 'e': 0.8262334794561327}",25,0,-121.06845508693442,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
573,False,"{'a': 0.5, 'e': 0.8256426582767976}",25,0,-98.21281895618164,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.8250509302909116}",25,7,-117.23882345044844,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 2}",1
575,False,"{'a': 0.5, 'e': 0.8244582961483714}",30,0,-95.76923121241735,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
576,False,"{'a': 0.5, 'e': 0.8238647565000697}",25,0,-160.902503597701,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
577,False,"{'a': 0.5, 'e': 0.8232703119978932}",20,0,-118.2221186003528,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
578,False,"{'a': 0.5, 'e': 0.8226749632947229}",20,0,-67.34913321532316,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
579,False,"{'a': 0.5, 'e': 0.8220787110444322}",20,8,-43.960738389544325,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
580,False,"{'a': 0.5, 'e': 0.8214815559018875}",20,0,-157.692626020269,"{0: 13, 1: 0, 2: 1, 3: 4, 4: 2}",0
581,False,"{'a': 0.5, 'e': 0.8208834985229468}",25,16,-27.893914467634435,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.8202845395644585}",25,0,-43.601199107008675,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
583,False,"{'a': 0.5, 'e': 0.8196846796842617}",30,0,-135.5556386488633,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
584,False,"{'a': 0.5, 'e': 0.819083919541185}",20,0,-106.87592100335974,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
585,False,"{'a': 0.5, 'e': 0.8184822597950453}",35,0,-159.21940228655845,"{0: 22, 1: 2, 2: 8, 3: 1, 4: 2}",0
586,False,"{'a': 0.5, 'e': 0.8178797011066481}",30,3,-32.26163953751327,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.8172762441377859}",20,1,-57.67487848037571,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
588,False,"{'a': 0.5, 'e': 0.8166718895512377}",20,0,-48.734757898345556,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
589,False,"{'a': 0.5, 'e': 0.8160666380107687}",30,12,-73.69824553517805,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
590,False,"{'a': 0.5, 'e': 0.815460490181129}",25,0,-34.82291489310797,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.8148534467280529}",20,15,-3.349155787972121,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.8142455083182588}",20,0,-88.33625385005791,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.8136366756194479}",25,0,-201.9273170346754,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
594,False,"{'a': 0.5, 'e': 0.8130269493003033}",30,0,-20.122189247643146,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
595,False,"{'a': 0.5, 'e': 0.81241633003049}",25,0,-134.4070405232541,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
596,False,"{'a': 0.5, 'e': 0.8118048184806532}",25,10,5.482159039151981,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.8111924153224189}",30,5,-88.17907521909089,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.8105791212283915}",35,8,-49.97536975317957,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 1}",1
599,False,"{'a': 0.5, 'e': 0.8099649368721545}",20,0,-36.958644108997085,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
600,False,"{'a': 0.5, 'e': 0.8093498629282688}",20,0,-57.34718852978527,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
601,False,"{'a': 0.5, 'e': 0.8087339000722727}",20,6,-88.7518612668459,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.8081170489806805}",30,9,-88.77234349567193,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
603,False,"{'a': 0.5, 'e': 0.8074993103309821}",20,0,-10.854447571042776,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
604,False,"{'a': 0.5, 'e': 0.8068806848016424}",20,0,-50.29560487489108,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
605,False,"{'a': 0.5, 'e': 0.8062611730721001}",25,0,-70.35043045735017,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
606,False,"{'a': 0.5, 'e': 0.8056407758227675}",20,0,-102.93730771134983,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
607,False,"{'a': 0.5, 'e': 0.8050194937350291}",25,0,-61.416438621838005,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.8043973274912417}",20,11,-64.58025468213485,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
609,False,"{'a': 0.5, 'e': 0.8037742777747328}",20,5,-24.757685943245146,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.8031503452698003}",20,0,-46.48180623834229,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.8025255306617117}",20,1,-56.07884188483075,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.8018998346367033}",25,0,-147.7799373146449,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.8012732578819797}",35,0,-135.20073334355328,"{0: 23, 1: 7, 2: 2, 3: 1, 4: 2}",0
614,False,"{'a': 0.5, 'e': 0.8006458010857123}",30,0,-164.43512665602324,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
615,False,"{'a': 0.5, 'e': 0.8000174649370394}",25,0,-131.79729858557386,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
616,False,"{'a': 0.5, 'e': 0.7993882501260652}",25,0,-41.20598091123939,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.7987581573438587}",25,0,-127.36627224396881,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
618,False,"{'a': 0.5, 'e': 0.7981271872824531}",20,0,-39.28984268264498,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
619,False,"{'a': 0.5, 'e': 0.7974953406348456}",25,0,-21.787628552040992,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
620,False,"{'a': 0.5, 'e': 0.7968626180949956}",25,0,-121.94697403147019,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
621,False,"{'a': 0.5, 'e': 0.7962290203578247}",20,0,-128.8246506933021,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
622,False,"{'a': 0.5, 'e': 0.795594548119216}",20,0,-69.80888534595432,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
623,False,"{'a': 0.5, 'e': 0.7949592020760127}",30,0,-193.3084243152104,"{0: 19, 1: 2, 2: 3, 3: 3, 4: 3}",0
624,False,"{'a': 0.5, 'e': 0.7943229829260179}",25,0,-237.8452895251246,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
625,False,"{'a': 0.5, 'e': 0.7936858913679934}",25,18,-6.68734470971041,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.7930479281016595}",25,18,-1.896738402667534,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.7924090938276935}",30,11,-31.97073511021934,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.79176938924773}",25,0,-196.53261658517994,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
629,False,"{'a': 0.5, 'e': 0.7911288150643587}",20,0,-27.421759975914934,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
630,False,"{'a': 0.5, 'e': 0.7904873719811248}",20,0,-24.559040395311243,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.7898450607025279}",35,23,-4.599304802494456,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.7892018819340207}",20,13,-37.77312830595042,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
633,False,"{'a': 0.5, 'e': 0.7885578363820093}",25,2,-200.88881243104058,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 3}",1
634,False,"{'a': 0.5, 'e': 0.787912924753851}",25,0,-145.41532102989137,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
635,False,"{'a': 0.5, 'e': 0.7872671477578551}",25,7,-79.88606454833811,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
636,False,"{'a': 0.5, 'e': 0.7866205061032809}",20,8,-22.960129245031347,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.7859730005003374}",20,0,-127.29570791059729,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
638,False,"{'a': 0.5, 'e': 0.7853246316601826}",30,0,-87.35971984530251,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
639,False,"{'a': 0.5, 'e': 0.7846754002949224}",25,0,-64.5209003397724,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
640,False,"{'a': 0.5, 'e': 0.7840253071176104}",25,14,-42.750255981654156,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.7833743528422462}",20,0,-132.8278312082477,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
642,False,"{'a': 0.5, 'e': 0.7827225381837756}",20,14,-30.329732253437523,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.782069863858089}",20,0,-73.46734995100297,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
644,False,"{'a': 0.5, 'e': 0.7814163305820213}",20,0,-122.04340447613748,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
645,False,"{'a': 0.5, 'e': 0.7807619390733506}",30,0,-114.054608869672,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
646,False,"{'a': 0.5, 'e': 0.7801066900507976}",25,0,-50.41468734950481,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
647,False,"{'a': 0.5, 'e': 0.779450584234025}",20,16,7.276213072090483,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.7787936223436362}",25,0,-91.63064828795984,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
649,False,"{'a': 0.5, 'e': 0.7781358051011752}",25,0,-102.02891303080578,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.777477133229125}",20,0,-95.00447783932229,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
651,False,"{'a': 0.5, 'e': 0.7768176074509078}",30,3,-127.40066004913415,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 2}",1
652,False,"{'a': 0.5, 'e': 0.776157228490883}",35,0,-151.2827285289806,"{0: 23, 1: 5, 2: 3, 3: 2, 4: 2}",0
653,False,"{'a': 0.5, 'e': 0.7754959970743477}",25,0,-82.10295084373111,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
654,False,"{'a': 0.5, 'e': 0.7748339139275346}",20,0,-15.171849160883669,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
655,False,"{'a': 0.5, 'e': 0.7741709797776125}",25,0,-126.44396893813753,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
656,False,"{'a': 0.5, 'e': 0.7735071953526844}",25,0,-150.43644587704344,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
657,False,"{'a': 0.5, 'e': 0.7728425613817874}",25,8,-56.879911739978525,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.7721770785948915}",20,0,-86.1107505188647,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
659,False,"{'a': 0.5, 'e': 0.7715107477228992}",30,0,-222.3528556561503,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
660,False,"{'a': 0.5, 'e': 0.7708435694976441}",20,8,-71.7513935867323,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
661,False,"{'a': 0.5, 'e': 0.7701755446518908}",25,0,-105.44206331078308,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
662,False,"{'a': 0.5, 'e': 0.7695066739193334}",20,0,-172.52533375965487,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
663,False,"{'a': 0.5, 'e': 0.7688369580345954}",20,0,-135.4632182132567,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
664,False,"{'a': 0.5, 'e': 0.7681663977332284}",20,0,-23.673889373915166,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.7674949937517113}",20,0,-40.90219991962099,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
666,False,"{'a': 0.5, 'e': 0.7668227468274497}",25,0,-49.163384067047645,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
667,False,"{'a': 0.5, 'e': 0.7661496576987751}",25,0,-63.900965202482254,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
668,False,"{'a': 0.5, 'e': 0.7654757271049438}",25,11,-79.68435049044231,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
669,False,"{'a': 0.5, 'e': 0.7648009557861365}",30,0,-31.52660933450418,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
670,False,"{'a': 0.5, 'e': 0.7641253444834571}",20,2,-77.49931834553502,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
671,False,"{'a': 0.5, 'e': 0.7634488939389322}",25,0,-93.19686545205705,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
672,False,"{'a': 0.5, 'e': 0.7627716048955101}",20,0,-115.94487962160359,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
673,False,"{'a': 0.5, 'e': 0.7620934780970599}",25,0,-144.52015595717532,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
674,False,"{'a': 0.5, 'e': 0.7614145142883709}",25,0,-58.5118564416759,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
675,False,"{'a': 0.5, 'e': 0.7607347142151517}",25,0,-78.13460668952591,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
676,False,"{'a': 0.5, 'e': 0.7600540786240295}",20,0,-168.46814278537477,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
677,False,"{'a': 0.5, 'e': 0.7593726082625489}",30,9,-87.23320575163048,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 1}",1
678,False,"{'a': 0.5, 'e': 0.7586903038791715}",30,0,-79.82043646630373,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.7580071662232748}",25,0,-113.74042747860325,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
680,False,"{'a': 0.5, 'e': 0.7573231960451516}",20,0,-85.68771677866728,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
681,False,"{'a': 0.5, 'e': 0.7566383940960091}",20,0,-73.02376051517531,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
682,False,"{'a': 0.5, 'e': 0.7559527611279678}",35,9,-10.518798815274653,"{0: 21, 1: 3, 2: 1, 3: 1, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.7552662978940612}",20,0,-55.47245887620522,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.7545790051482344}",25,3,-108.64566281197008,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 2}",1
685,False,"{'a': 0.5, 'e': 0.7538908836453438}",30,0,-87.73512988139878,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
686,False,"{'a': 0.5, 'e': 0.753201934141156}",35,22,9.831302800120161,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.7525121573923467}",20,0,-204.9171231254837,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
688,False,"{'a': 0.5, 'e': 0.7518215541565006}",30,6,-60.70438245573868,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 1}",1
689,False,"{'a': 0.5, 'e': 0.75113012519211}",30,0,-52.62313536854633,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",1
690,False,"{'a': 0.5, 'e': 0.7504378712585738}",20,0,-55.72280380674623,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
691,False,"{'a': 0.5, 'e': 0.7497447931161971}",20,13,-27.925364512189844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
692,False,"{'a': 0.5, 'e': 0.7490508915261906}",20,11,-20.133472992167547,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.7483561672506691}",25,7,-81.09834577141923,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.747660621052651}",30,0,-93.58206967544712,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
695,False,"{'a': 0.5, 'e': 0.7469642536960571}",25,0,-60.076945148451884,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
696,False,"{'a': 0.5, 'e': 0.7462670659457107}",20,6,-6.267437444988396,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.7455690585673357}",25,0,-28.733684655511603,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
698,False,"{'a': 0.5, 'e': 0.7448702323275563}",30,0,-74.32907618057632,"{0: 21, 1: 6, 2: 1, 3: 1, 4: 1}",0
699,False,"{'a': 0.5, 'e': 0.7441705879938962}",20,0,-19.44320819748522,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
700,False,"{'a': 0.5, 'e': 0.7434701263347774}",30,0,-45.99276741075727,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
701,False,"{'a': 0.5, 'e': 0.7427688481195198}",20,0,-72.02468093374281,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
702,False,"{'a': 0.5, 'e': 0.7420667541183398}",25,14,-22.8888574258682,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.7413638451023501}",25,0,-40.941665738336255,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
704,False,"{'a': 0.5, 'e': 0.7406601218435583}",25,0,-17.058575639581967,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
705,False,"{'a': 0.5, 'e': 0.7399555851148667}",25,0,-117.27563160912777,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
706,False,"{'a': 0.5, 'e': 0.7392502356900704}",20,5,-98.27286517449116,"{0: 6, 1: 2, 2: 6, 3: 0, 4: 1}",1
707,False,"{'a': 0.5, 'e': 0.7385440743438575}",25,0,-19.94607115931588,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.737837101851808}",25,0,-79.40324766829319,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.7371293189903921}",25,0,-86.9890800766147,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
710,False,"{'a': 0.5, 'e': 0.7364207265369709}",20,0,-95.90400252700165,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
711,False,"{'a': 0.5, 'e': 0.7357113252697941}",25,0,-68.83337546729021,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
712,False,"{'a': 0.5, 'e': 0.7350011159679997}",25,0,-83.90180436010236,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
713,False,"{'a': 0.5, 'e': 0.7342900994116137}",20,0,-88.71079803987894,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
714,False,"{'a': 0.5, 'e': 0.733578276381548}",25,0,-43.49052776535393,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
715,False,"{'a': 0.5, 'e': 0.732865647659601}",25,0,-76.48469436154083,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",1
716,False,"{'a': 0.5, 'e': 0.7321522140284552}",20,0,-62.095316543523786,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
717,False,"{'a': 0.5, 'e': 0.7314379762716778}",25,0,-82.8644989682698,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
718,False,"{'a': 0.5, 'e': 0.7307229351737188}",30,0,-115.88182107030806,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
719,False,"{'a': 0.5, 'e': 0.7300070915199107}",25,0,-92.57001692559338,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
720,False,"{'a': 0.5, 'e': 0.7292904460964673}",20,0,-71.67389659480942,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
721,False,"{'a': 0.5, 'e': 0.7285729996904832}",30,6,-97.3579145977235,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 1}",1
722,False,"{'a': 0.5, 'e': 0.7278547530899323}",20,3,-54.853919230053734,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.7271357070836679}",25,1,-63.68694995131846,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.7264158624614211}",25,0,-169.39436267303935,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
725,False,"{'a': 0.5, 'e': 0.7256952200137997}",25,6,-65.70986776731942,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
726,False,"{'a': 0.5, 'e': 0.7249737805322886}",25,0,-61.737138898904206,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
727,False,"{'a': 0.5, 'e': 0.724251544809247}",35,0,-119.0736925753099,"{0: 25, 1: 0, 2: 8, 3: 0, 4: 2}",0
728,False,"{'a': 0.5, 'e': 0.7235285136379097}",30,0,-146.9282410089844,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
729,False,"{'a': 0.5, 'e': 0.7228046878123845}",25,8,-73.73595230116771,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
730,False,"{'a': 0.5, 'e': 0.7220800681276521}",35,0,-198.17913086211098,"{0: 21, 1: 5, 2: 4, 3: 2, 4: 3}",0
731,False,"{'a': 0.5, 'e': 0.7213546553795651}",20,0,-92.74478439609956,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
732,False,"{'a': 0.5, 'e': 0.7206284503648472}",25,0,-147.01897598507364,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
733,False,"{'a': 0.5, 'e': 0.7199014538810924}",20,7,-15.326870328160998,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
